"","act","scene","speaker","n"
"610","Anden akt","Scene 6","1. rådsherre",12
"611","Anden akt","Scene 6","2. rådsherre",1
"612","Anden akt","Scene 6","Arianke",20
"613","Anden akt","Scene 6","Artaxerxes.",2
"614","Anden akt","Scene 6","Arv",5
"615","Anden akt","Scene 6","Barselskvinden",23
"616","Anden akt","Scene 6","Chilian",3
"617","Anden akt","Scene 6","Corfitz",6
"618","Anden akt","Scene 6","Den usynlige",12
"619","Anden akt","Scene 6","Diogenes",2
"620","Anden akt","Scene 6","Elsebet",3
"621","Anden akt","Scene 6","Eraste",13
"622","Anden akt","Scene 6","Haagen",11
"623","Anden akt","Scene 6","Harlekin",25
"624","Anden akt","Scene 6","Henrik",42
"625","Anden akt","Scene 6","Jeronimus",57
"626","Anden akt","Scene 6","Leander",2
"627","Anden akt","Scene 6","Leerbeutel",15
"628","Anden akt","Scene 6","Leonard",23
"629","Anden akt","Scene 6","Leonora",12
"630","Anden akt","Scene 6","Lucretia",12
"631","Anden akt","Scene 6","Magdelone",18
"632","Anden akt","Scene 6","Pernille",31
"633","Anden akt","Scene 6","Polidor",4
"634","Anden akt","Scene 6","Vielgeschrey",14
"635","Anden akt","Scene 6",NA,24
"636","Anden akt","Scene 7","1. gaudieb",3
"637","Anden akt","Scene 7","1. rådsherre",2
"638","Anden akt","Scene 7","2. gaudieb",4
"639","Anden akt","Scene 7","2. rådsherre",1
"640","Anden akt","Scene 7","3. gaudieb",2
"641","Anden akt","Scene 7","3. rådsherre",1
"642","Anden akt","Scene 7","Artaxerxes.",1
"643","Anden akt","Scene 7","Barselskonen",3
"644","Anden akt","Scene 7","Bogholderen",2
"645","Anden akt","Scene 7","Chilian",16
"646","Anden akt","Scene 7","Else",3
"647","Anden akt","Scene 7","Haagen",8
"648","Anden akt","Scene 7","Henrik",38
"649","Anden akt","Scene 7","Holophernes",2
"650","Anden akt","Scene 7","Jeronimus",33
"651","Anden akt","Scene 7","Leander",31
"652","Anden akt","Scene 7","Leander på Knæ",1
"653","Anden akt","Scene 7","Leonora",14
"654","Anden akt","Scene 7","Lucretia",1
"655","Anden akt","Scene 7","Magdelone",9
"656","Anden akt","Scene 7","Mandane.",4
"657","Anden akt","Scene 7","Pernille",11
"658","Anden akt","Scene 7","Plutus",6
"659","Anden akt","Scene 7","Polidor",8
"660","Anden akt","Scene 7","Roland",7
"661","Anden akt","Scene 7","Semira.",3
"662","Anden akt","Scene 7","Ulysses",6
"663","Anden akt","Scene 7",NA,23
"664","Anden akt","Scene 8","",10
"665","Anden akt","Scene 8","1. rådsherre",15
"666","Anden akt","Scene 8","2. rådsherre",2
"667","Anden akt","Scene 8","Apicius",21
"668","Anden akt","Scene 8","Artabanus",2
"669","Anden akt","Scene 8","Artabanus.",2
"670","Anden akt","Scene 8","Artaxerxes.",7
"671","Anden akt","Scene 8","Arv",2
"672","Anden akt","Scene 8","Barselskonen",2
"673","Anden akt","Scene 8","Barselskvinden",3
"674","Anden akt","Scene 8","Bogholderen",9
"675","Anden akt","Scene 8","Chilian",2
"676","Anden akt","Scene 8","Diogenes",2
"677","Anden akt","Scene 8","Dorthe",14
"678","Anden akt","Scene 8","Else",13
"679","Anden akt","Scene 8","Greven",1
"680","Anden akt","Scene 8","Henrik",27
"681","Anden akt","Scene 8","Jeronimus",1
"682","Anden akt","Scene 8","Leander",19
"683","Anden akt","Scene 8","Leerbeutel",13
"684","Anden akt","Scene 8","Lucretia",18
"685","Anden akt","Scene 8","Magdelone",9
"686","Anden akt","Scene 8","Mandane",2
"687","Anden akt","Scene 8","Mandane.",3
"688","Anden akt","Scene 8","Øllegård",21
"689","Anden akt","Scene 8","Paltsgreve",1
"690","Anden akt","Scene 8","Paltsgreven",5
"691","Anden akt","Scene 8","Pernille",11
"692","Anden akt","Scene 8","Semira.",2
"693","Anden akt","Scene 8","Værten",3
"694","Anden akt","Scene 8","Vielgeschrey",6
"695","Anden akt","Scene 8",NA,17
"696","Anden akt","Scene 9",".",1
"697","Anden akt","Scene 9","Advokat",17
"698","Anden akt","Scene 9","Advokaten",4
"699","Anden akt","Scene 9","Apicius",2
"700","Anden akt","Scene 9","Arbaces",2
"701","Anden akt","Scene 9","Arbaces sagte.",1
"702","Anden akt","Scene 9","Arbaces.",13
"703","Anden akt","Scene 9","Artabanus",4
"704","Anden akt","Scene 9","Artabanus.",9
"705","Anden akt","Scene 9","Artaxerxes.",8
"706","Anden akt","Scene 9","Arv",9
"707","Anden akt","Scene 9","Barselskvinden",5
"708","Anden akt","Scene 9","Chilian",10
"709","Anden akt","Scene 9","Henrik",16
"710","Anden akt","Scene 9","Holophernes",2
"711","Anden akt","Scene 9","Mandane",8
"712","Anden akt","Scene 9","Mandane.",3
"713","Anden akt","Scene 9","Marcolfus",9
"714","Anden akt","Scene 9","Oldfux",16
"715","Anden akt","Scene 9","Pernille",4
"716","Anden akt","Scene 9","Ulysses",3
"717","Anden akt","Scene 9","Vielgeschrey",32
"718","Anden akt","Scene 9",NA,13
"719","Femte akt","Scene 1","",2
"720","Femte akt","Scene 1","Advokat",8
"721","Femte akt","Scene 1","Apicius",9
"722","Femte akt","Scene 1","Betjenten",1
"723","Femte akt","Scene 1","Byfogeden",4
"724","Femte akt","Scene 1","Chilian",4
"725","Femte akt","Scene 1","Corfitz",2
"726","Femte akt","Scene 1","Cosmoligoreus",4
"727","Femte akt","Scene 1","Davus",2
"728","Femte akt","Scene 1","Dommeren",36
"729","Femte akt","Scene 1","Drengen",1
"730","Femte akt","Scene 1","En betjent",1
"731","Femte akt","Scene 1","En mand",2
"732","Femte akt","Scene 1","Espen",6
"733","Femte akt","Scene 1","Gusmann",8
"734","Femte akt","Scene 1","Henrik",20
"735","Femte akt","Scene 1","Jacob",5
"736","Femte akt","Scene 1","Jean",19
"737","Femte akt","Scene 1","Jeppe",4
"738","Femte akt","Scene 1","Jesper",10
"739","Femte akt","Scene 1","Leander",12
"740","Femte akt","Scene 1","Leonora",7
"741","Femte akt","Scene 1","Løjtnant",8
"742","Femte akt","Scene 1","Manden",2
"743","Femte akt","Scene 1","Nille",6
"744","Femte akt","Scene 1","Pandolfus",1
"745","Femte akt","Scene 1","Pernille",4
"746","Femte akt","Scene 1","Pierre",19
"747","Femte akt","Scene 1","Rosiflengius",2
"748","Femte akt","Scene 1","Skriveren",6
"749","Femte akt","Scene 1","Tobias",4
"750","Femte akt","Scene 1","Troels",1
"751","Femte akt","Scene 1","Ulysses",3
"752","Femte akt","Scene 1",NA,27
"753","Femte akt","Scene 10","",4
"754","Femte akt","Scene 10","Anden rådsherre",1
"755","Femte akt","Scene 10","Dommeren",2
"756","Femte akt","Scene 10","Første rådsherre",3
"757","Femte akt","Scene 10","Henrik",5
"758","Femte akt","Scene 10","Jeronimus",1
"759","Femte akt","Scene 10","Jesper",3
"760","Femte akt","Scene 10","Leander",1
"761","Femte akt","Scene 10","Lucilia",4
"762","Femte akt","Scene 10","Lucretia",4
"763","Femte akt","Scene 10","Officer",3
"764","Femte akt","Scene 10","Officeren",1
"765","Femte akt","Scene 10","Philocyne",1
"766","Femte akt","Scene 10","Pigen",5
"767","Femte akt","Scene 10","Polidor",1
"768","Femte akt","Scene 10","Rosiflengius",1
"769","Femte akt","Scene 10",NA,6
"770","Femte akt","Scene 11","Den rette Niels Christensen",1
"771","Femte akt","Scene 11","Første rådsherre",3
"772","Femte akt","Scene 11","Jesper",11
"773","Femte akt","Scene 11","Leonard",11
"774","Femte akt","Scene 11","Niels Christensen",34
"775","Femte akt","Scene 11","Præsten",5
"776","Femte akt","Scene 11","Skriveren",1
"777","Femte akt","Scene 11","Studenstrup",39
"778","Femte akt","Scene 11","Tyboe",9
"779","Femte akt","Scene 11",NA,9
"780","Femte akt","Scene 12","",3
"781","Femte akt","Scene 12","Christoffer",1
"782","Femte akt","Scene 12","Første rådsherre",1
"783","Femte akt","Scene 12","Henrik",4
"784","Femte akt","Scene 12","Jesper",4
"785","Femte akt","Scene 12","Leonard",3
"786","Femte akt","Scene 12","Leonora",4
"787","Femte akt","Scene 12",NA,3
"788","Femte akt","Scene 13","tjeneren",1
"789","Femte akt","Scene 13",NA,2
"790","Femte akt","Scene 14","",2
"791","Femte akt","Scene 15","",1
"792","Femte akt","Scene 15",NA,1
"793","Femte akt","Scene 2","",3
"794","Femte akt","Scene 2","1. advokat",7
"795","Femte akt","Scene 2","1. komediant",3
"796","Femte akt","Scene 2","2. advokat",8
"797","Femte akt","Scene 2","2. Advokat",1
"798","Femte akt","Scene 2","Apicius",4
"799","Femte akt","Scene 2","Arv",14
"800","Femte akt","Scene 2","Bonden",21
"801","Femte akt","Scene 2","Bremenfeld",18
"802","Femte akt","Scene 2","Byfogeden",2
"803","Femte akt","Scene 2","Chilian",16
"804","Femte akt","Scene 2","Chiromanticus",18
"805","Femte akt","Scene 2","Corfitz",22
"806","Femte akt","Scene 2","Cosmoligoreus",3
"807","Femte akt","Scene 2","Davus",4
"808","Femte akt","Scene 2","Dommeren",19
"809","Femte akt","Scene 2","Donna Maria",3
"810","Femte akt","Scene 2","Dorothea",7
"811","Femte akt","Scene 2","En Spiller",1
"812","Femte akt","Scene 2","Espen",6
"813","Femte akt","Scene 2","Henrik",5
"814","Femte akt","Scene 2","Jacob",4
"815","Femte akt","Scene 2","Jean",12
"816","Femte akt","Scene 2","Jeppe",11
"817","Femte akt","Scene 2","Jesper",12
"818","Femte akt","Scene 2","Kællingen",3
"819","Femte akt","Scene 2","Leonora",2
"820","Femte akt","Scene 2","Løjtnant",19
"821","Femte akt","Scene 2","Menander",5
"822","Femte akt","Scene 2","Montanus",19
"823","Femte akt","Scene 2","Pandolfus",6
"824","Femte akt","Scene 2","Pedro",1
"825","Femte akt","Scene 2","Philemon",1
"826","Femte akt","Scene 2","Pierre",3
"827","Femte akt","Scene 2","Rosiflengius",1
"828","Femte akt","Scene 2","Spilleren",3
"829","Femte akt","Scene 2","Terentia",5
"830","Femte akt","Scene 2","Troels",4
"831","Femte akt","Scene 2","Tychonius",11
"832","Femte akt","Scene 2","Ulysses",8
"833","Femte akt","Scene 2",NA,25
"834","Femte akt","Scene 3","",2
"835","Femte akt","Scene 3","1. komediant",5
"836","Femte akt","Scene 3","1.komediant",1
"837","Femte akt","Scene 3","2. komediant",3
"838","Femte akt","Scene 3","Abelone",4
"839","Femte akt","Scene 3","Apicius",5
"840","Femte akt","Scene 3","Arv",8
"841","Femte akt","Scene 3","Betjenten",1
"842","Femte akt","Scene 3","Borgeren",3
"843","Femte akt","Scene 3","Borgmesteren",8
"844","Femte akt","Scene 3","Bremenfeld",46
"845","Femte akt","Scene 3","Byfogeden",3
"846","Femte akt","Scene 3","Chilan",3
"847","Femte akt","Scene 3","Chilian",23
"848","Femte akt","Scene 3","Christoffer",13
"849","Femte akt","Scene 3","Corfitz",9
"850","Femte akt","Scene 3","Cosmoligoreus",3
"851","Femte akt","Scene 3","Davus",12
"852","Femte akt","Scene 3","Dommeren",23
"853","Femte akt","Scene 3","Don Ranudo",15
"854","Femte akt","Scene 3","Donna Maria",1
"855","Femte akt","Scene 3","Donna Olympia",2
"856","Femte akt","Scene 3","Dorothea",16
"857","Femte akt","Scene 3","En anden borger",1
"858","Femte akt","Scene 3","En anden pige",1
"859","Femte akt","Scene 3","En betjent",1
"860","Femte akt","Scene 3","En Borger",1
"861","Femte akt","Scene 3","En lakaj",1
"862","Femte akt","Scene 3","En pige",2
"863","Femte akt","Scene 3","Espen",4
"864","Femte akt","Scene 3","Gert",2
"865","Femte akt","Scene 3","Gunild",5
"866","Femte akt","Scene 3","Gusmann",5
"867","Femte akt","Scene 3","Henrik",52
"868","Femte akt","Scene 3","Herman von Bremenfeld",2
"869","Femte akt","Scene 3","Jacob",1
"870","Femte akt","Scene 3","Jean",8
"871","Femte akt","Scene 3","Jeppe",2
"872","Femte akt","Scene 3","Jesper",4
"873","Femte akt","Scene 3","Kavaler",11
"874","Femte akt","Scene 3","Leander",12
"875","Femte akt","Scene 3","Leonard",1
"876","Femte akt","Scene 3","Leonora",2
"877","Femte akt","Scene 3","Løjtnant",3
"878","Femte akt","Scene 3","Lucretia",7
"879","Femte akt","Scene 3","Montanus",2
"880","Femte akt","Scene 3","Niels",2
"881","Femte akt","Scene 3","Pedro",14
"882","Femte akt","Scene 3","Pernille",4
"883","Femte akt","Scene 3","Philemon",1
"884","Femte akt","Scene 3","Pierre",4
"885","Femte akt","Scene 3","Rosiflengius",4
"886","Femte akt","Scene 3","Sganarel",16
"887","Femte akt","Scene 3","Sparenborg",10
"888","Femte akt","Scene 3","Spilleren",13
"889","Femte akt","Scene 3","Terentia",3
"890","Femte akt","Scene 3","Tobias",8
"891","Femte akt","Scene 3","Troels",12
"892","Femte akt","Scene 3","Ulysses",15
"893","Femte akt","Scene 3",NA,32
"894","Femte akt","Scene 4","1. aktør",1
"895","Femte akt","Scene 4","Abrahams",2
"896","Femte akt","Scene 4","Abrahams.",1
"897","Femte akt","Scene 4","Anklageren",2
"898","Femte akt","Scene 4","Betjenten",1
"899","Femte akt","Scene 4","Borgmesteren",1
"900","Femte akt","Scene 4","Bremenfeld",1
"901","Femte akt","Scene 4","Corfitz",7
"902","Femte akt","Scene 4","Cosmoligoreus",8
"903","Femte akt","Scene 4","Davus",13
"904","Femte akt","Scene 4","De 2 komedianter",1
"905","Femte akt","Scene 4","Diogenes",12
"906","Femte akt","Scene 4","Dommeren",30
"907","Femte akt","Scene 4","Don Ranudo",10
"908","Femte akt","Scene 4","Donna Maria",2
"909","Femte akt","Scene 4","Donna Olympia",7
"910","Femte akt","Scene 4","En betjent",1
"911","Femte akt","Scene 4","En kavaler",2
"912","Femte akt","Scene 4","En person",2
"913","Femte akt","Scene 4","Espen",4
"914","Femte akt","Scene 4","Gonzalo",6
"915","Femte akt","Scene 4","Gusmann",17
"916","Femte akt","Scene 4","Henrik",3
"917","Femte akt","Scene 4","Herman von Bremenfeld",1
"918","Femte akt","Scene 4","Jacob",12
"919","Femte akt","Scene 4","Jean",6
"920","Femte akt","Scene 4","Jeppe",9
"921","Femte akt","Scene 4","Leander",22
"922","Femte akt","Scene 4","Leonard",3
"923","Femte akt","Scene 4","Leonora",12
"924","Femte akt","Scene 4","Løjtnant",3
"925","Femte akt","Scene 4","Lucretia",1
"926","Femte akt","Scene 4","Manden",4
"927","Femte akt","Scene 4","Mester Gert",2
"928","Femte akt","Scene 4","Mester Herman",10
"929","Femte akt","Scene 4","Montanus",4
"930","Femte akt","Scene 4","Niels",1
"931","Femte akt","Scene 4","Notarius",9
"932","Femte akt","Scene 4","Pedro",3
"933","Femte akt","Scene 4","Pernille",2
"934","Femte akt","Scene 4","Pernille.",1
"935","Femte akt","Scene 4","Pierre",2
"936","Femte akt","Scene 4","Poeten",13
"937","Femte akt","Scene 4","Sanderus",4
"938","Femte akt","Scene 4","Skærsliberen",4
"939","Femte akt","Scene 4","Skriveren",6
"940","Femte akt","Scene 4","Terentia",1
"941","Femte akt","Scene 4","Tobias",7
"942","Femte akt","Scene 4","Torben",3
"943","Femte akt","Scene 4","Troels",7
"944","Femte akt","Scene 4","Udtolkeren",12
"945","Femte akt","Scene 4","Ulysses",5
"946","Femte akt","Scene 4",NA,29
"947","Femte akt","Scene 5","",2
"948","Femte akt","Scene 5","1. advokat",13
"949","Femte akt","Scene 5","1. jøde",1
"950","Femte akt","Scene 5","2. advokat",14
"951","Femte akt","Scene 5","2. jøde",11
"952","Femte akt","Scene 5","Abelone",1
"953","Femte akt","Scene 5","Apicius",1
"954","Femte akt","Scene 5","Christoffer",7
"955","Femte akt","Scene 5","Den 1. advokat",2
"956","Femte akt","Scene 5","Diogenes",1
"957","Femte akt","Scene 5","Dommeren",11
"958","Femte akt","Scene 5","Espen",6
"959","Femte akt","Scene 5","Henrik",16
"960","Femte akt","Scene 5","Herman",7
"961","Femte akt","Scene 5","Herman von Bremenfeld",1
"962","Femte akt","Scene 5","Jacob",2
"963","Femte akt","Scene 5","Jeppe",9
"964","Femte akt","Scene 5","Jeronimus",14
"965","Femte akt","Scene 5","Jesper",6
"966","Femte akt","Scene 5","Jesper.",1
"967","Femte akt","Scene 5","Kæresten",4
"968","Femte akt","Scene 5","Kavaleren",25
"969","Femte akt","Scene 5","Leander",6
"970","Femte akt","Scene 5","Lisbed",3
"971","Femte akt","Scene 5","Løjtnant",3
"972","Femte akt","Scene 5","Magnus",8
"973","Femte akt","Scene 5","Marthe",5
"974","Femte akt","Scene 5","Mester Gert",2
"975","Femte akt","Scene 5","Moderen",5
"976","Femte akt","Scene 5","Montanus",7
"977","Femte akt","Scene 5","Peer",8
"978","Femte akt","Scene 5","Pernille",6
"979","Femte akt","Scene 5","Pigen",6
"980","Femte akt","Scene 5","Polidor",3
"981","Femte akt","Scene 5","Skriveren",4
"982","Femte akt","Scene 5","Sparenborg",5
"983","Femte akt","Scene 5","Studenstrup",8
"984","Femte akt","Scene 5","Terentia",2
"985","Femte akt","Scene 5","Torben",18
"986","Femte akt","Scene 5","Troels",7
"987","Femte akt","Scene 5","Ulysses",19
"988","Femte akt","Scene 5",NA,19
"989","Femte akt","Scene 6","Baronen",7
"990","Femte akt","Scene 6","Corfitz",9
"991","Femte akt","Scene 6","Den fremmede",1
"992","Femte akt","Scene 6","Den Fremmede",2
"993","Femte akt","Scene 6","Diogenes",6
"994","Femte akt","Scene 6","Dommeren",10
"995","Femte akt","Scene 6","Dorothea",4
"996","Femte akt","Scene 6","Drengen",1
"997","Femte akt","Scene 6","Erik",2
"998","Femte akt","Scene 6","Frands",10
"999","Femte akt","Scene 6","Henrik",9
"1000","Femte akt","Scene 6","Herman von Bremenfeld",7
"1001","Femte akt","Scene 6","Jeronimus",14
"1002","Femte akt","Scene 6","Jesper",2
"1003","Femte akt","Scene 6","Leander",6
"1004","Femte akt","Scene 6","Mester Gert",4
"1005","Femte akt","Scene 6","Officeren",9
"1006","Femte akt","Scene 6","Petronius",2
"1007","Femte akt","Scene 6","Polidor",6
"1008","Femte akt","Scene 6","Rådsherren",7
"1009","Femte akt","Scene 6","Skolemesteren",9
"1010","Femte akt","Scene 6","Studenstrup",4
"1011","Femte akt","Scene 6","To Mænd",2
"1012","Femte akt","Scene 6","Troels",2
"1013","Femte akt","Scene 6","Tyboe",3
"1014","Femte akt","Scene 6",NA,12
"1015","Femte akt","Scene 7","",6
"1016","Femte akt","Scene 7","1. pige",3
"1017","Femte akt","Scene 7","2. pige",1
"1018","Femte akt","Scene 7","Anden rådsherre",1
"1019","Femte akt","Scene 7","Antonius",8
"1020","Femte akt","Scene 7","Corfitz",7
"1021","Femte akt","Scene 7","Cosmoligoreus",28
"1022","Femte akt","Scene 7","Dommeren",11
"1023","Femte akt","Scene 7","Første rådsherre",3
"1024","Femte akt","Scene 7","Henrik",3
"1025","Femte akt","Scene 7","Herman",10
"1026","Femte akt","Scene 7","Jeronimus",14
"1027","Femte akt","Scene 7","Jesper",1
"1028","Femte akt","Scene 7","Jørgen",1
"1029","Femte akt","Scene 7","Jørgen Handskemager",2
"1030","Femte akt","Scene 7","Knud",7
"1031","Femte akt","Scene 7","Leander",2
"1032","Femte akt","Scene 7","Leonora",13
"1033","Femte akt","Scene 7","Lucilia",2
"1034","Femte akt","Scene 7","Mester Gert",1
"1035","Femte akt","Scene 7","Peer",3
"1036","Femte akt","Scene 7","Pernille",22
"1037","Femte akt","Scene 7","Petronius",7
"1038","Femte akt","Scene 7","Polidor",1
"1039","Femte akt","Scene 7","Skriveren",1
"1040","Femte akt","Scene 7","Studenstrup",4
"1041","Femte akt","Scene 7","Troels",3
"1042","Femte akt","Scene 7","Tyboe",1
"1043","Femte akt","Scene 7",NA,19
"1044","Femte akt","Scene 8","Antonius",1
"1045","Femte akt","Scene 8","Cosmoligoreus",9
"1046","Femte akt","Scene 8","Dommeren",7
"1047","Femte akt","Scene 8","Første rådsherre",6
"1048","Femte akt","Scene 8","Fruen",6
"1049","Femte akt","Scene 8","Geske",5
"1050","Femte akt","Scene 8","Henrik",8
"1051","Femte akt","Scene 8","Herman",10
"1052","Femte akt","Scene 8","Jens",8
"1053","Femte akt","Scene 8","Jesper",39
"1054","Femte akt","Scene 8","Jesper.",2
"1055","Femte akt","Scene 8","Jomfruen",6
"1056","Femte akt","Scene 8","Lucilia",1
"1057","Femte akt","Scene 8","Mester Gert Westphaler",3
"1058","Femte akt","Scene 8","Pagen",1
"1059","Femte akt","Scene 8","Peer",6
"1060","Femte akt","Scene 8","Petronius",9
"1061","Femte akt","Scene 8","Philocyne",2
"1062","Femte akt","Scene 8","Rosiflengius",1
"1063","Femte akt","Scene 8","Skriveren",1
"1064","Femte akt","Scene 8","Studenstrup",3
"1065","Femte akt","Scene 8","Tyboe",30
"1066","Femte akt","Scene 8","Tyboes tale til folket:",1
"1067","Femte akt","Scene 8","Tychonius",5
"1068","Femte akt","Scene 8","Tychonius.",1
"1069","Femte akt","Scene 8",NA,14
"1070","Femte akt","Scene 9","",3
"1071","Femte akt","Scene 9","2 Vægter",2
"1072","Femte akt","Scene 9","Dommeren",9
"1073","Femte akt","Scene 9","Første rådsherre",5
"1074","Femte akt","Scene 9","Gejsten",3
"1075","Femte akt","Scene 9","Henrik",55
"1076","Femte akt","Scene 9","Jacob",5
"1077","Femte akt","Scene 9","Jeronimus",3
"1078","Femte akt","Scene 9","Jesper",6
"1079","Femte akt","Scene 9","Leonard",5
"1080","Femte akt","Scene 9","Officeren",9
"1081","Femte akt","Scene 9","Philemon",1
"1082","Femte akt","Scene 9","Rosiflengius",4
"1083","Femte akt","Scene 9","Skolemesteren",9
"1084","Femte akt","Scene 9","Skriveren",7
"1085","Femte akt","Scene 9","Studenstrup",59
"1086","Femte akt","Scene 9","Theophilus",4
"1087","Femte akt","Scene 9","vægter",2
"1088","Femte akt","Scene 9","Vægter",3
"1089","Femte akt","Scene 9","Vægterne",1
"1090","Femte akt","Scene 9",NA,7
"1091","Fjerde akt","Scene 1","Antonius",2
"1092","Fjerde akt","Scene 1","Apelone",5
"1093","Fjerde akt","Scene 1","Chilian",6
"1094","Fjerde akt","Scene 1","Davus",7
"1095","Fjerde akt","Scene 1","Diogenes",6
"1096","Fjerde akt","Scene 1","Eleonora",3
"1097","Fjerde akt","Scene 1","Elsebet",1
"1098","Fjerde akt","Scene 1","Gert",2
"1099","Fjerde akt","Scene 1","Henrik",6
"1100","Fjerde akt","Scene 1","Isabella",2
"1101","Fjerde akt","Scene 1","Jeppe",7
"1102","Fjerde akt","Scene 1","Jeronimus",15
"1103","Fjerde akt","Scene 1","Jesper",3
"1104","Fjerde akt","Scene 1","Konen",8
"1105","Fjerde akt","Scene 1","Leander",2
"1106","Fjerde akt","Scene 1","Leonora",3
"1107","Fjerde akt","Scene 1","Lucretia",6
"1108","Fjerde akt","Scene 1","Magdelone",9
"1109","Fjerde akt","Scene 1","Marthe",3
"1110","Fjerde akt","Scene 1","Montanus",2
"1111","Fjerde akt","Scene 1","Pernille",10
"1112","Fjerde akt","Scene 1","Philocyne",3
"1113","Fjerde akt","Scene 1","Studenstrup",2
"1114","Fjerde akt","Scene 1","Terentia",8
"1115","Fjerde akt","Scene 1","Torben",8
"1116","Fjerde akt","Scene 1","Troels",8
"1117","Fjerde akt","Scene 1","Ulysses",7
"1118","Fjerde akt","Scene 1",NA,11
"1119","Fjerde akt","Scene 10","",3
"1120","Fjerde akt","Scene 10","1. komediant",6
"1121","Fjerde akt","Scene 10","1. soldat",5
"1122","Fjerde akt","Scene 10","2. soldat",5
"1123","Fjerde akt","Scene 10","Chilian",4
"1124","Fjerde akt","Scene 10","Dorothea",7
"1125","Fjerde akt","Scene 10","Eleonora",1
"1126","Fjerde akt","Scene 10","Flensborgeren",20
"1127","Fjerde akt","Scene 10","Gejsten",1
"1128","Fjerde akt","Scene 10","Gert",18
"1129","Fjerde akt","Scene 10","Gunnild",7
"1130","Fjerde akt","Scene 10","Haagen",4
"1131","Fjerde akt","Scene 10","Henrik",13
"1132","Fjerde akt","Scene 10","Leander",11
"1133","Fjerde akt","Scene 10","Leonora",1
"1134","Fjerde akt","Scene 10","Lucilia",4
"1135","Fjerde akt","Scene 10","Marthe",3
"1136","Fjerde akt","Scene 10","Mester Gert",3
"1137","Fjerde akt","Scene 10","Ovidius",9
"1138","Fjerde akt","Scene 10","Pedro",9
"1139","Fjerde akt","Scene 10","Pernille",6
"1140","Fjerde akt","Scene 10","Philemon",5
"1141","Fjerde akt","Scene 10","Roland",6
"1142","Fjerde akt","Scene 10","Sganarel",7
"1143","Fjerde akt","Scene 10","Sganarel og Dorothea",2
"1144","Fjerde akt","Scene 10",NA,17
"1145","Fjerde akt","Scene 11","De tvende mænd",2
"1146","Fjerde akt","Scene 11","Gert",7
"1147","Fjerde akt","Scene 11","Lucilia",2
"1148","Fjerde akt","Scene 11","Tvende mænd",3
"1149","Fjerde akt","Scene 11","Tyboe",1
"1150","Fjerde akt","Scene 11","Ulysses",4
"1151","Fjerde akt","Scene 11",NA,8
"1152","Fjerde akt","Scene 12","Chilian",2
"1153","Fjerde akt","Scene 12","Jens",4
"1154","Fjerde akt","Scene 12","Pernille",2
"1155","Fjerde akt","Scene 12","Tobias Prokurator",7
"1156","Fjerde akt","Scene 12","Tychonius",5
"1157","Fjerde akt","Scene 12",NA,4
"1158","Fjerde akt","Scene 13","Dido",4
"1159","Fjerde akt","Scene 13","Gert",21
"1160","Fjerde akt","Scene 13","Rasmus",3
"1161","Fjerde akt","Scene 13","Tobias",21
"1162","Fjerde akt","Scene 13",NA,3
"1163","Fjerde akt","Scene 14","Dido",11
"1164","Fjerde akt","Scene 14","Elisa",5
"1165","Fjerde akt","Scene 14","Rasmus",4
"1166","Fjerde akt","Scene 14","Tobias",3
"1167","Fjerde akt","Scene 14",NA,1
"1168","Fjerde akt","Scene 2","Anden rådsherre",1
"1169","Fjerde akt","Scene 2","Anneke",14
"1170","Fjerde akt","Scene 2","Apelone",9
"1171","Fjerde akt","Scene 2","Chilian",2
"1172","Fjerde akt","Scene 2","Corfitz",21
"1173","Fjerde akt","Scene 2","Davus",15
"1174","Fjerde akt","Scene 2","Diogenes",14
"1175","Fjerde akt","Scene 2","En Pige",2
"1176","Fjerde akt","Scene 2","Espen",1
"1177","Fjerde akt","Scene 2","Et spøgelse",3
"1178","Fjerde akt","Scene 2","Første rådsherre",3
"1179","Fjerde akt","Scene 2","Gunnild",7
"1180","Fjerde akt","Scene 2","Henrik",23
"1181","Fjerde akt","Scene 2","Isabella",3
"1182","Fjerde akt","Scene 2","Jean",14
"1183","Fjerde akt","Scene 2","Jeppe",10
"1184","Fjerde akt","Scene 2","Jeronimus",5
"1185","Fjerde akt","Scene 2","Jesper",17
"1186","Fjerde akt","Scene 2","Leander",9
"1187","Fjerde akt","Scene 2","Leonard",2
"1188","Fjerde akt","Scene 2","Leonora",6
"1189","Fjerde akt","Scene 2","Lucretia",8
"1190","Fjerde akt","Scene 2","Madame la Fleche",11
"1191","Fjerde akt","Scene 2","Montanus",29
"1192","Fjerde akt","Scene 2","Nille",14
"1193","Fjerde akt","Scene 2","Pedro",8
"1194","Fjerde akt","Scene 2","Penia",12
"1195","Fjerde akt","Scene 2","Per",16
"1196","Fjerde akt","Scene 2","Pernille",3
"1197","Fjerde akt","Scene 2","Plutus",7
"1198","Fjerde akt","Scene 2","Rådsherren",1
"1199","Fjerde akt","Scene 2","Sparenborg",7
"1200","Fjerde akt","Scene 2","Studenstrup",11
"1201","Fjerde akt","Scene 2","Tobias",18
"1202","Fjerde akt","Scene 2","Troels",25
"1203","Fjerde akt","Scene 2","Værten",16
"1204","Fjerde akt","Scene 2",NA,26
"1205","Fjerde akt","Scene 3","Anden rådsherre",2
"1206","Fjerde akt","Scene 3","Anneke",2
